traffic_time,cars_cnt,has_game,inc,time,date
2005-05-21 01:00:00,45.0,0.0,1875,01:00:00,2005-05-21
2005-05-21 01:30:00,40.0,0.0,1876,01:30:00,2005-05-21
2005-05-21 02:00:00,47.0,0.0,1877,02:00:00,2005-05-21
2005-05-21 02:30:00,34.0,0.0,1878,02:30:00,2005-05-21
2005-05-21 03:00:00,21.0,0.0,1879,03:00:00,2005-05-21
2005-05-21 03:30:00,13.0,0.0,1880,03:30:00,2005-05-21
2005-05-21 04:00:00,15.0,0.0,1881,04:00:00,2005-05-21
2005-05-21 04:30:00,24.0,0.0,1882,04:30:00,2005-05-21
2005-05-21 05:00:00,25.0,0.0,1883,05:00:00,2005-05-21
2005-05-21 05:30:00,34.0,0.0,1884,05:30:00,2005-05-21
2005-05-21 06:00:00,44.0,0.0,1885,06:00:00,2005-05-21
2005-05-21 06:30:00,68.0,0.0,1886,06:30:00,2005-05-21
2005-05-21 07:00:00,83.0,0.0,1887,07:00:00,2005-05-21
2005-05-21 07:30:00,98.0,0.0,1888,07:30:00,2005-05-21
2005-05-21 08:00:00,106.0,0.0,1889,08:00:00,2005-05-21
2005-05-21 08:30:00,141.0,0.0,1890,08:30:00,2005-05-21
2005-05-21 09:00:00,107.0,0.0,1891,09:00:00,2005-05-21
2005-05-21 09:30:00,147.0,0.0,1892,09:30:00,2005-05-21
2005-05-21 10:00:00,137.0,0.0,1893,10:00:00,2005-05-21
2005-05-21 10:30:00,145.0,0.0,1894,10:30:00,2005-05-21
2005-05-21 11:00:00,156.0,0.0,1895,11:00:00,2005-05-21
2005-05-21 11:30:00,124.0,0.0,1896,11:30:00,2005-05-21
2005-05-21 12:00:00,141.0,0.0,1897,12:00:00,2005-05-21
2005-05-21 12:30:00,130.0,0.0,1898,12:30:00,2005-05-21
2005-05-21 13:00:00,154.0,0.0,1899,13:00:00,2005-05-21
2005-05-21 13:30:00,117.0,1.0,1900,13:30:00,2005-05-21
2005-05-21 14:00:00,146.0,1.0,1901,14:00:00,2005-05-21
2005-05-21 14:30:00,178.0,1.0,1902,14:30:00,2005-05-21
2005-05-21 15:00:00,192.0,1.0,1903,15:00:00,2005-05-21
2005-05-21 15:30:00,220.0,1.0,1904,15:30:00,2005-05-21
2005-05-21 16:00:00,274.0,1.0,1905,16:00:00,2005-05-21
2005-05-21 16:30:00,301.0,1.0,1906,16:30:00,2005-05-21
2005-05-21 17:00:00,239.0,0.0,1907,17:00:00,2005-05-21
2005-05-21 17:30:00,149.0,0.0,1908,17:30:00,2005-05-21
2005-05-21 18:00:00,174.0,0.0,1909,18:00:00,2005-05-21
2005-05-21 18:30:00,206.0,0.0,1910,18:30:00,2005-05-21
2005-05-21 19:00:00,182.0,0.0,1911,19:00:00,2005-05-21
2005-05-21 19:30:00,206.0,0.0,1912,19:30:00,2005-05-21
2005-05-21 20:00:00,153.0,0.0,1913,20:00:00,2005-05-21
2005-05-21 20:30:00,138.0,0.0,1914,20:30:00,2005-05-21
2005-05-21 21:00:00,140.0,0.0,1915,21:00:00,2005-05-21
2005-05-21 21:30:00,132.0,0.0,1916,21:30:00,2005-05-21
2005-05-21 22:00:00,124.0,0.0,1917,22:00:00,2005-05-21
2005-05-21 22:30:00,149.0,0.0,1918,22:30:00,2005-05-21
2005-05-21 23:00:00,67.0,0.0,1919,23:00:00,2005-05-21
2005-05-21 23:30:00,74.0,0.0,1920,23:30:00,2005-05-21
2005-05-22 00:00:00,56.0,0.0,1921,00:00:00,2005-05-22
2005-05-22 00:30:00,58.0,0.0,1922,00:30:00,2005-05-22
2005-05-22 01:00:00,56.0,0.0,1923,01:00:00,2005-05-22
2005-05-22 01:30:00,43.0,0.0,1924,01:30:00,2005-05-22
2005-05-22 02:00:00,39.0,0.0,1925,02:00:00,2005-05-22
2005-05-22 02:30:00,37.0,0.0,1926,02:30:00,2005-05-22
2005-05-22 03:00:00,22.0,0.0,1927,03:00:00,2005-05-22
2005-05-22 03:30:00,17.0,0.0,1928,03:30:00,2005-05-22
2005-05-22 04:00:00,21.0,0.0,1929,04:00:00,2005-05-22
2005-05-22 04:30:00,24.0,0.0,1930,04:30:00,2005-05-22
2005-05-22 05:00:00,23.0,0.0,1931,05:00:00,2005-05-22
2005-05-22 05:30:00,28.0,0.0,1932,05:30:00,2005-05-22
2005-05-22 06:00:00,24.0,0.0,1933,06:00:00,2005-05-22
2005-05-22 06:30:00,50.0,0.0,1934,06:30:00,2005-05-22
2005-05-22 07:00:00,45.0,0.0,1935,07:00:00,2005-05-22
2005-05-22 07:30:00,57.0,0.0,1936,07:30:00,2005-05-22
2005-05-22 08:00:00,62.0,0.0,1937,08:00:00,2005-05-22
2005-05-22 08:30:00,75.0,0.0,1938,08:30:00,2005-05-22
2005-05-22 09:00:00,111.0,0.0,1939,09:00:00,2005-05-22
2005-05-22 09:30:00,114.0,0.0,1940,09:30:00,2005-05-22
2005-05-22 10:00:00,131.0,0.0,1941,10:00:00,2005-05-22
2005-05-22 10:30:00,118.0,0.0,1942,10:30:00,2005-05-22
2005-05-22 11:00:00,111.0,0.0,1943,11:00:00,2005-05-22
2005-05-22 11:30:00,165.0,0.0,1944,11:30:00,2005-05-22
2005-05-22 12:00:00,114.0,0.0,1945,12:00:00,2005-05-22
2005-05-22 12:30:00,132.0,0.0,1946,12:30:00,2005-05-22
2005-05-22 13:00:00,154.0,0.0,1947,13:00:00,2005-05-22
2005-05-22 13:30:00,159.0,1.0,1948,13:30:00,2005-05-22
2005-05-22 14:00:00,191.0,1.0,1949,14:00:00,2005-05-22
2005-05-22 14:30:00,152.0,1.0,1950,14:30:00,2005-05-22
2005-05-22 15:00:00,194.0,1.0,1951,15:00:00,2005-05-22
2005-05-22 15:30:00,296.0,1.0,1952,15:30:00,2005-05-22
2005-05-22 16:00:00,309.0,1.0,1953,16:00:00,2005-05-22
2005-05-22 16:30:00,273.0,0.0,1954,16:30:00,2005-05-22
2005-05-22 17:00:00,147.0,0.0,1955,17:00:00,2005-05-22
2005-05-22 17:30:00,124.0,0.0,1956,17:30:00,2005-05-22
2005-05-22 18:00:00,140.0,0.0,1957,18:00:00,2005-05-22
2005-05-22 18:30:00,131.0,0.0,1958,18:30:00,2005-05-22
2005-05-22 19:00:00,146.0,0.0,1959,19:00:00,2005-05-22
2005-05-22 19:30:00,132.0,0.0,1960,19:30:00,2005-05-22
2005-05-22 20:00:00,128.0,0.0,1961,20:00:00,2005-05-22
2005-05-22 20:30:00,110.0,0.0,1962,20:30:00,2005-05-22
2005-05-22 21:00:00,84.0,0.0,1963,21:00:00,2005-05-22
2005-05-22 21:30:00,124.0,0.0,1964,21:30:00,2005-05-22
2005-05-22 22:00:00,74.0,0.0,1965,22:00:00,2005-05-22
2005-05-22 22:30:00,76.0,0.0,1966,22:30:00,2005-05-22
2005-05-22 23:00:00,51.0,0.0,1967,23:00:00,2005-05-22
2005-05-22 23:30:00,49.0,0.0,1968,23:30:00,2005-05-22
2005-05-26 00:00:00,33.0,0.0,2113,00:00:00,2005-05-26
2005-05-26 00:30:00,40.0,0.0,2114,00:30:00,2005-05-26
2005-05-26 01:00:00,23.0,0.0,2115,01:00:00,2005-05-26
2005-05-26 01:30:00,25.0,0.0,2116,01:30:00,2005-05-26
2005-05-26 02:00:00,18.0,0.0,2117,02:00:00,2005-05-26
2005-05-26 02:30:00,14.0,0.0,2118,02:30:00,2005-05-26
2005-05-26 03:00:00,12.0,0.0,2119,03:00:00,2005-05-26
2005-05-26 03:30:00,12.0,0.0,2120,03:30:00,2005-05-26
2005-05-26 04:00:00,10.0,0.0,2121,04:00:00,2005-05-26
2005-05-26 04:30:00,19.0,0.0,2122,04:30:00,2005-05-26
2005-05-26 05:00:00,33.0,0.0,2123,05:00:00,2005-05-26
2005-05-26 05:30:00,66.0,0.0,2124,05:30:00,2005-05-26
2005-05-26 06:00:00,95.0,0.0,2125,06:00:00,2005-05-26
2005-05-26 06:30:00,152.0,0.0,2126,06:30:00,2005-05-26
2005-05-26 07:00:00,209.0,0.0,2127,07:00:00,2005-05-26
2005-05-26 07:30:00,190.0,0.0,2128,07:30:00,2005-05-26
2005-05-26 08:00:00,168.0,0.0,2129,08:00:00,2005-05-26
2005-05-26 08:30:00,197.0,0.0,2130,08:30:00,2005-05-26
2005-05-26 09:00:00,213.0,0.0,2131,09:00:00,2005-05-26
2005-05-26 09:30:00,219.0,0.0,2132,09:30:00,2005-05-26
2005-05-26 10:00:00,194.0,0.0,2133,10:00:00,2005-05-26
2005-05-26 10:30:00,176.0,0.0,2134,10:30:00,2005-05-26
2005-05-26 11:00:00,115.0,0.0,2135,11:00:00,2005-05-26
2005-05-26 11:30:00,152.0,0.0,2136,11:30:00,2005-05-26
2005-05-26 12:00:00,156.0,0.0,2137,12:00:00,2005-05-26
2005-05-26 12:30:00,138.0,0.0,2138,12:30:00,2005-05-26
2005-05-26 13:00:00,155.0,0.0,2139,13:00:00,2005-05-26
2005-05-26 13:30:00,146.0,0.0,2140,13:30:00,2005-05-26
2005-05-26 14:00:00,175.0,0.0,2141,14:00:00,2005-05-26
2005-05-26 14:30:00,178.0,0.0,2142,14:30:00,2005-05-26
2005-05-26 15:00:00,198.0,0.0,2143,15:00:00,2005-05-26
2005-05-26 15:30:00,212.0,0.0,2144,15:30:00,2005-05-26
2005-05-26 16:00:00,204.0,0.0,2145,16:00:00,2005-05-26
2005-05-26 16:30:00,189.0,0.0,2146,16:30:00,2005-05-26
2005-05-26 17:00:00,157.0,0.0,2147,17:00:00,2005-05-26
2005-05-26 17:30:00,141.0,0.0,2148,17:30:00,2005-05-26
2005-05-26 18:00:00,195.0,0.0,2149,18:00:00,2005-05-26
2005-05-26 18:30:00,220.0,0.0,2150,18:30:00,2005-05-26
2005-05-26 19:00:00,180.0,0.0,2151,19:00:00,2005-05-26
2005-05-26 19:30:00,115.0,0.0,2152,19:30:00,2005-05-26
2005-05-26 20:00:00,114.0,0.0,2153,20:00:00,2005-05-26
2005-05-26 20:30:00,129.0,0.0,2154,20:30:00,2005-05-26
2005-05-26 21:00:00,106.0,0.0,2155,21:00:00,2005-05-26
2005-05-26 21:30:00,131.0,0.0,2156,21:30:00,2005-05-26
2005-05-26 22:00:00,86.0,0.0,2157,22:00:00,2005-05-26
2005-05-26 22:30:00,67.0,0.0,2158,22:30:00,2005-05-26
2005-05-26 23:00:00,53.0,0.0,2159,23:00:00,2005-05-26
2005-05-26 23:30:00,37.0,0.0,2160,23:30:00,2005-05-26
2005-05-27 00:00:00,42.0,0.0,2161,00:00:00,2005-05-27
2005-05-27 00:30:00,36.0,0.0,2162,00:30:00,2005-05-27
2005-05-27 01:00:00,26.0,0.0,2163,01:00:00,2005-05-27
2005-05-27 01:30:00,31.0,0.0,2164,01:30:00,2005-05-27
2005-05-27 02:00:00,34.0,0.0,2165,02:00:00,2005-05-27
2005-05-27 02:30:00,21.0,0.0,2166,02:30:00,2005-05-27
2005-05-27 03:00:00,11.0,0.0,2167,03:00:00,2005-05-27
2005-05-27 03:30:00,11.0,0.0,2168,03:30:00,2005-05-27
2005-05-27 04:00:00,10.0,0.0,2169,04:00:00,2005-05-27
2005-05-27 04:30:00,34.0,0.0,2170,04:30:00,2005-05-27
2005-05-27 05:00:00,35.0,0.0,2171,05:00:00,2005-05-27
2005-05-27 05:30:00,64.0,0.0,2172,05:30:00,2005-05-27
2005-05-27 06:00:00,70.0,0.0,2173,06:00:00,2005-05-27
2005-05-27 06:30:00,135.0,0.0,2174,06:30:00,2005-05-27
2005-05-27 07:00:00,191.0,0.0,2175,07:00:00,2005-05-27
2005-05-27 07:30:00,188.0,0.0,2176,07:30:00,2005-05-27
2005-05-27 08:00:00,150.0,0.0,2177,08:00:00,2005-05-27
2005-05-27 08:30:00,177.0,0.0,2178,08:30:00,2005-05-27
2005-05-27 09:00:00,243.0,0.0,2179,09:00:00,2005-05-27
2005-05-27 09:30:00,231.0,0.0,2180,09:30:00,2005-05-27
2005-05-27 10:00:00,194.0,0.0,2181,10:00:00,2005-05-27
2005-05-27 10:30:00,144.0,0.0,2182,10:30:00,2005-05-27
2005-05-27 11:00:00,157.0,0.0,2183,11:00:00,2005-05-27
2005-05-27 11:30:00,143.0,0.0,2184,11:30:00,2005-05-27
2005-05-27 12:00:00,160.0,0.0,2185,12:00:00,2005-05-27
2005-05-27 12:30:00,185.0,0.0,2186,12:30:00,2005-05-27
2005-05-27 13:00:00,197.0,0.0,2187,13:00:00,2005-05-27
2005-05-27 13:30:00,134.0,0.0,2188,13:30:00,2005-05-27
2005-05-27 14:00:00,160.0,0.0,2189,14:00:00,2005-05-27
2005-05-27 14:30:00,213.0,0.0,2190,14:30:00,2005-05-27
2005-05-27 15:00:00,260.0,0.0,2191,15:00:00,2005-05-27
2005-05-27 15:30:00,267.0,0.0,2192,15:30:00,2005-05-27
2005-05-27 16:00:00,174.0,0.0,2193,16:00:00,2005-05-27
2005-05-27 16:30:00,163.0,0.0,2194,16:30:00,2005-05-27
2005-05-27 17:00:00,186.0,0.0,2195,17:00:00,2005-05-27
2005-05-27 17:30:00,167.0,0.0,2196,17:30:00,2005-05-27
2005-05-27 18:00:00,152.0,0.0,2197,18:00:00,2005-05-27
2005-05-27 18:30:00,222.0,0.0,2198,18:30:00,2005-05-27
2005-05-27 19:00:00,153.0,0.0,2199,19:00:00,2005-05-27
2005-05-27 19:30:00,143.0,0.0,2200,19:30:00,2005-05-27
2005-05-27 20:00:00,133.0,0.0,2201,20:00:00,2005-05-27
2005-05-27 20:30:00,147.0,0.0,2202,20:30:00,2005-05-27
2005-05-27 21:00:00,111.0,0.0,2203,21:00:00,2005-05-27
2005-05-27 21:30:00,105.0,0.0,2204,21:30:00,2005-05-27
2005-05-27 22:00:00,128.0,0.0,2205,22:00:00,2005-05-27
2005-05-27 22:30:00,123.0,0.0,2206,22:30:00,2005-05-27
2005-05-27 23:00:00,103.0,0.0,2207,23:00:00,2005-05-27
2005-05-27 23:30:00,66.0,0.0,2208,23:30:00,2005-05-27
2005-05-28 00:00:00,52.0,0.0,2209,00:00:00,2005-05-28
2005-05-28 00:30:00,25.0,0.0,2210,00:30:00,2005-05-28
2005-05-28 01:00:00,27.0,0.0,2211,01:00:00,2005-05-28
2005-05-28 01:30:00,31.0,0.0,2212,01:30:00,2005-05-28
2005-05-28 02:00:00,51.0,0.0,2213,02:00:00,2005-05-28
2005-05-28 02:30:00,23.0,0.0,2214,02:30:00,2005-05-28
2005-05-28 03:00:00,21.0,0.0,2215,03:00:00,2005-05-28
2005-05-28 03:30:00,13.0,0.0,2216,03:30:00,2005-05-28
2005-05-28 04:00:00,23.0,0.0,2217,04:00:00,2005-05-28
2005-05-28 04:30:00,14.0,0.0,2218,04:30:00,2005-05-28
2005-05-28 05:00:00,30.0,0.0,2219,05:00:00,2005-05-28
2005-05-28 05:30:00,38.0,0.0,2220,05:30:00,2005-05-28
2005-05-28 06:00:00,59.0,0.0,2221,06:00:00,2005-05-28
2005-05-28 06:30:00,66.0,0.0,2222,06:30:00,2005-05-28
2005-05-28 07:00:00,44.0,0.0,2223,07:00:00,2005-05-28
2005-05-28 07:30:00,69.0,0.0,2224,07:30:00,2005-05-28
2005-05-28 08:00:00,107.0,0.0,2225,08:00:00,2005-05-28
2005-05-28 08:30:00,94.0,0.0,2226,08:30:00,2005-05-28
2005-05-28 09:00:00,95.0,0.0,2227,09:00:00,2005-05-28
2005-05-28 09:30:00,115.0,0.0,2228,09:30:00,2005-05-28
2005-05-28 10:00:00,127.0,0.0,2229,10:00:00,2005-05-28
2005-05-28 10:30:00,126.0,0.0,2230,10:30:00,2005-05-28
2005-05-28 11:00:00,116.0,0.0,2231,11:00:00,2005-05-28
2005-05-28 11:30:00,120.0,0.0,2232,11:30:00,2005-05-28
2005-05-28 12:00:00,128.0,0.0,2233,12:00:00,2005-05-28
2005-05-28 12:30:00,144.0,0.0,2234,12:30:00,2005-05-28
2005-05-28 13:00:00,134.0,0.0,2235,13:00:00,2005-05-28
2005-05-28 13:30:00,155.0,0.0,2236,13:30:00,2005-05-28
2005-05-28 14:00:00,135.0,0.0,2237,14:00:00,2005-05-28
2005-05-28 14:30:00,162.0,0.0,2238,14:30:00,2005-05-28
2005-05-28 15:00:00,158.0,0.0,2239,15:00:00,2005-05-28
2005-05-28 15:30:00,123.0,0.0,2240,15:30:00,2005-05-28
2005-05-28 16:00:00,141.0,0.0,2241,16:00:00,2005-05-28
2005-05-28 16:30:00,145.0,0.0,2242,16:30:00,2005-05-28
2005-05-28 17:00:00,168.0,0.0,2243,17:00:00,2005-05-28
2005-05-28 17:30:00,143.0,0.0,2244,17:30:00,2005-05-28
2005-05-28 18:00:00,264.0,0.0,2245,18:00:00,2005-05-28
2005-05-28 18:30:00,192.0,0.0,2246,18:30:00,2005-05-28
2005-05-28 19:00:00,136.0,0.0,2247,19:00:00,2005-05-28
2005-05-28 19:30:00,122.0,0.0,2248,19:30:00,2005-05-28
2005-05-28 20:00:00,127.0,0.0,2249,20:00:00,2005-05-28
2005-05-28 20:30:00,113.0,0.0,2250,20:30:00,2005-05-28
2005-05-28 21:00:00,131.0,0.0,2251,21:00:00,2005-05-28
2005-05-28 21:30:00,129.0,0.0,2252,21:30:00,2005-05-28
2005-05-28 22:00:00,159.0,0.0,2253,22:00:00,2005-05-28
2005-05-28 22:30:00,144.0,0.0,2254,22:30:00,2005-05-28
2005-05-28 23:00:00,110.0,0.0,2255,23:00:00,2005-05-28
2005-05-28 23:30:00,89.0,0.0,2256,23:30:00,2005-05-28
2005-05-29 00:00:00,41.0,0.0,2257,00:00:00,2005-05-29
2005-05-29 00:30:00,40.0,0.0,2258,00:30:00,2005-05-29
2005-05-29 01:00:00,33.0,0.0,2259,01:00:00,2005-05-29
2005-05-29 01:30:00,32.0,0.0,2260,01:30:00,2005-05-29
2005-05-29 02:00:00,41.0,0.0,2261,02:00:00,2005-05-29
2005-05-29 02:30:00,35.0,0.0,2262,02:30:00,2005-05-29
2005-05-29 03:00:00,25.0,0.0,2263,03:00:00,2005-05-29
2005-05-29 03:30:00,19.0,0.0,2264,03:30:00,2005-05-29
2005-05-29 04:00:00,13.0,0.0,2265,04:00:00,2005-05-29
2005-05-29 04:30:00,19.0,0.0,2266,04:30:00,2005-05-29
2005-05-29 05:00:00,19.0,0.0,2267,05:00:00,2005-05-29
2005-05-29 05:30:00,19.0,0.0,2268,05:30:00,2005-05-29
2005-05-29 06:00:00,28.0,0.0,2269,06:00:00,2005-05-29
2005-05-29 06:30:00,42.0,0.0,2270,06:30:00,2005-05-29
2005-05-29 07:00:00,35.0,0.0,2271,07:00:00,2005-05-29
2005-05-29 07:30:00,40.0,0.0,2272,07:30:00,2005-05-29
2005-05-29 08:00:00,63.0,0.0,2273,08:00:00,2005-05-29
2005-05-29 08:30:00,75.0,0.0,2274,08:30:00,2005-05-29
2005-05-29 09:00:00,73.0,0.0,2275,09:00:00,2005-05-29
2005-05-29 09:30:00,86.0,0.0,2276,09:30:00,2005-05-29
2005-05-29 10:00:00,114.0,0.0,2277,10:00:00,2005-05-29
2005-05-29 10:30:00,114.0,0.0,2278,10:30:00,2005-05-29
2005-05-29 11:00:00,86.0,0.0,2279,11:00:00,2005-05-29
2005-05-29 11:30:00,155.0,0.0,2280,11:30:00,2005-05-29
2005-05-29 12:00:00,137.0,0.0,2281,12:00:00,2005-05-29
2005-05-29 12:30:00,124.0,0.0,2282,12:30:00,2005-05-29
2005-05-29 13:00:00,144.0,0.0,2283,13:00:00,2005-05-29
2005-05-29 13:30:00,142.0,0.0,2284,13:30:00,2005-05-29
2005-05-29 14:00:00,136.0,0.0,2285,14:00:00,2005-05-29
2005-05-29 14:30:00,141.0,0.0,2286,14:30:00,2005-05-29
2005-05-29 15:00:00,132.0,0.0,2287,15:00:00,2005-05-29
2005-05-29 15:30:00,144.0,0.0,2288,15:30:00,2005-05-29
2005-05-29 16:00:00,139.0,0.0,2289,16:00:00,2005-05-29
2005-05-29 16:30:00,133.0,0.0,2290,16:30:00,2005-05-29
2005-05-29 17:00:00,106.0,0.0,2291,17:00:00,2005-05-29
2005-05-29 17:30:00,115.0,0.0,2292,17:30:00,2005-05-29
2005-05-29 18:00:00,109.0,0.0,2293,18:00:00,2005-05-29
2005-05-29 18:30:00,106.0,0.0,2294,18:30:00,2005-05-29
2005-05-29 19:00:00,101.0,0.0,2295,19:00:00,2005-05-29
2005-05-29 19:30:00,120.0,0.0,2296,19:30:00,2005-05-29
2005-05-29 20:00:00,97.0,0.0,2297,20:00:00,2005-05-29
2005-05-29 20:30:00,129.0,0.0,2298,20:30:00,2005-05-29
2005-05-29 21:00:00,98.0,0.0,2299,21:00:00,2005-05-29
2005-05-29 21:30:00,106.0,0.0,2300,21:30:00,2005-05-29
2005-05-29 22:00:00,103.0,0.0,2301,22:00:00,2005-05-29
2005-05-29 22:30:00,110.0,0.0,2302,22:30:00,2005-05-29
2005-05-29 23:00:00,88.0,0.0,2303,23:00:00,2005-05-29
2005-05-29 23:30:00,74.0,0.0,2304,23:30:00,2005-05-29
2005-05-30 00:00:00,36.0,0.0,2305,00:00:00,2005-05-30
2005-05-30 00:30:00,37.0,0.0,2306,00:30:00,2005-05-30
2005-05-30 01:00:00,34.0,0.0,2307,01:00:00,2005-05-30
2005-05-30 01:30:00,32.0,0.0,2308,01:30:00,2005-05-30
2005-05-30 02:00:00,30.0,0.0,2309,02:00:00,2005-05-30
2005-05-30 02:30:00,19.0,0.0,2310,02:30:00,2005-05-30
2005-05-30 03:00:00,23.0,0.0,2311,03:00:00,2005-05-30
2005-05-30 03:30:00,11.0,0.0,2312,03:30:00,2005-05-30
2005-05-30 04:00:00,10.0,0.0,2313,04:00:00,2005-05-30
2005-05-30 04:30:00,23.0,0.0,2314,04:30:00,2005-05-30
2005-05-30 05:00:00,17.0,0.0,2315,05:00:00,2005-05-30
2005-05-30 05:30:00,22.0,0.0,2316,05:30:00,2005-05-30
2005-05-30 06:00:00,28.0,0.0,2317,06:00:00,2005-05-30
2005-05-30 06:30:00,49.0,0.0,2318,06:30:00,2005-05-30
2005-05-30 07:00:00,39.0,0.0,2319,07:00:00,2005-05-30
2005-05-30 07:30:00,64.0,0.0,2320,07:30:00,2005-05-30
2005-05-30 08:00:00,67.0,0.0,2321,08:00:00,2005-05-30
2005-05-30 08:30:00,59.0,0.0,2322,08:30:00,2005-05-30
2005-05-30 09:00:00,55.0,0.0,2323,09:00:00,2005-05-30
2005-05-30 09:30:00,96.0,0.0,2324,09:30:00,2005-05-30
2005-05-30 10:00:00,88.0,0.0,2325,10:00:00,2005-05-30
2005-05-30 10:30:00,101.0,0.0,2326,10:30:00,2005-05-30
2005-05-30 11:00:00,91.0,0.0,2327,11:00:00,2005-05-30
2005-05-30 11:30:00,119.0,0.0,2328,11:30:00,2005-05-30
2005-05-30 12:00:00,130.0,0.0,2329,12:00:00,2005-05-30
2005-05-30 12:30:00,95.0,0.0,2330,12:30:00,2005-05-30
2005-05-30 13:00:00,113.0,0.0,2331,13:00:00,2005-05-30
2005-05-30 13:30:00,122.0,0.0,2332,13:30:00,2005-05-30
2005-05-30 14:00:00,134.0,0.0,2333,14:00:00,2005-05-30
2005-05-30 14:30:00,119.0,0.0,2334,14:30:00,2005-05-30
2005-05-30 15:00:00,106.0,0.0,2335,15:00:00,2005-05-30
2005-05-30 15:30:00,103.0,0.0,2336,15:30:00,2005-05-30
2005-05-30 16:00:00,107.0,0.0,2337,16:00:00,2005-05-30
2005-05-30 16:30:00,98.0,0.0,2338,16:30:00,2005-05-30
2005-05-30 17:00:00,112.0,0.0,2339,17:00:00,2005-05-30
2005-05-30 17:30:00,102.0,0.0,2340,17:30:00,2005-05-30
2005-05-30 18:00:00,82.0,0.0,2341,18:00:00,2005-05-30
2005-05-30 18:30:00,91.0,0.0,2342,18:30:00,2005-05-30
2005-05-30 19:00:00,135.0,0.0,2343,19:00:00,2005-05-30
2005-05-30 19:30:00,235.0,0.0,2344,19:30:00,2005-05-30
2005-05-30 20:00:00,295.0,0.0,2345,20:00:00,2005-05-30
2005-05-30 20:30:00,233.0,1.0,2346,20:30:00,2005-05-30
2005-05-30 21:00:00,111.0,1.0,2347,21:00:00,2005-05-30
2005-05-30 21:30:00,75.0,1.0,2348,21:30:00,2005-05-30
2005-05-30 22:00:00,89.0,1.0,2349,22:00:00,2005-05-30
2005-05-30 22:30:00,57.0,1.0,2350,22:30:00,2005-05-30
2005-05-30 23:00:00,47.0,1.0,2351,23:00:00,2005-05-30
2005-05-30 23:30:00,32.0,1.0,2352,23:30:00,2005-05-30
2005-05-31 00:00:00,21.0,0.0,2353,00:00:00,2005-05-31
2005-05-31 00:30:00,16.0,0.0,2354,00:30:00,2005-05-31
2005-05-31 01:00:00,15.0,0.0,2355,01:00:00,2005-05-31
2005-05-31 01:30:00,8.0,0.0,2356,01:30:00,2005-05-31
2005-05-31 02:00:00,13.0,0.0,2357,02:00:00,2005-05-31
2005-05-31 02:30:00,14.0,0.0,2358,02:30:00,2005-05-31
2005-05-31 03:00:00,9.0,0.0,2359,03:00:00,2005-05-31
2005-05-31 03:30:00,8.0,0.0,2360,03:30:00,2005-05-31
2005-05-31 04:00:00,13.0,0.0,2361,04:00:00,2005-05-31
2005-05-31 04:30:00,28.0,0.0,2362,04:30:00,2005-05-31
2005-05-31 05:00:00,32.0,0.0,2363,05:00:00,2005-05-31
2005-05-31 05:30:00,61.0,0.0,2364,05:30:00,2005-05-31
2005-05-31 06:00:00,106.0,0.0,2365,06:00:00,2005-05-31
2005-05-31 06:30:00,154.0,0.0,2366,06:30:00,2005-05-31
2005-05-31 07:00:00,228.0,0.0,2367,07:00:00,2005-05-31
2005-05-31 07:30:00,198.0,0.0,2368,07:30:00,2005-05-31
2005-05-31 08:00:00,166.0,0.0,2369,08:00:00,2005-05-31
2005-05-31 08:30:00,200.0,0.0,2370,08:30:00,2005-05-31
2005-05-31 09:00:00,211.0,0.0,2371,09:00:00,2005-05-31
2005-05-31 09:30:00,212.0,0.0,2372,09:30:00,2005-05-31
2005-05-31 10:00:00,165.0,0.0,2373,10:00:00,2005-05-31
2005-05-31 10:30:00,166.0,0.0,2374,10:30:00,2005-05-31
2005-05-31 11:00:00,163.0,0.0,2375,11:00:00,2005-05-31
2005-05-31 11:30:00,172.0,0.0,2376,11:30:00,2005-05-31
2005-05-31 12:00:00,178.0,0.0,2377,12:00:00,2005-05-31
2005-05-31 12:30:00,216.0,0.0,2378,12:30:00,2005-05-31
2005-05-31 13:00:00,185.0,0.0,2379,13:00:00,2005-05-31
2005-05-31 13:30:00,170.0,0.0,2380,13:30:00,2005-05-31
2005-05-31 14:00:00,187.0,0.0,2381,14:00:00,2005-05-31
2005-05-31 14:30:00,225.0,0.0,2382,14:30:00,2005-05-31
2005-05-31 15:00:00,211.0,0.0,2383,15:00:00,2005-05-31
2005-05-31 15:30:00,196.0,0.0,2384,15:30:00,2005-05-31
2005-05-31 16:00:00,180.0,0.0,2385,16:00:00,2005-05-31
2005-05-31 16:30:00,178.0,0.0,2386,16:30:00,2005-05-31
2005-05-31 17:00:00,198.0,0.0,2387,17:00:00,2005-05-31
2005-05-31 17:30:00,193.0,0.0,2388,17:30:00,2005-05-31
2005-05-31 18:00:00,180.0,0.0,2389,18:00:00,2005-05-31
2005-05-31 18:30:00,176.0,0.0,2390,18:30:00,2005-05-31
2005-05-31 19:00:00,135.0,0.0,2391,19:00:00,2005-05-31
2005-05-31 19:30:00,134.0,1.0,2392,19:30:00,2005-05-31
2005-05-31 20:00:00,100.0,1.0,2393,20:00:00,2005-05-31
2005-05-31 20:30:00,112.0,1.0,2394,20:30:00,2005-05-31
2005-05-31 21:00:00,116.0,1.0,2395,21:00:00,2005-05-31
